True
470305.0,3094800.0,100.0
470302.30303,3094807.9798,100.0
470299.606061,3094815.9596,100.0
470296.909091,3094823.93939,100.0
470294.212121,3094831.91919,100.0
470291.515152,3094839.89899,100.0
470288.818182,3094847.87879,100.0
470286.121212,3094855.85859,100.0
470283.424242,3094863.83838,100.0
470280.727273,3094871.81818,100.0
470278.030303,3094879.79798,100.0
470275.333333,3094887.77778,100.0
470272.636364,3094895.75758,100.0
470269.939394,3094903.73737,100.0
470267.242424,3094911.71717,100.0
470264.545455,3094919.69697,100.0
470261.848485,3094927.67677,100.0
470259.151515,3094935.65657,100.0
470256.454545,3094943.63636,100.0
470253.757576,3094951.61616,100.0
470251.060606,3094959.59596,100.0
470248.363636,3094967.57576,100.0
470245.666667,3094975.55556,100.0
470242.969697,3094983.53535,100.0
470240.272727,3094991.51515,100.0
470237.575758,3094999.49495,100.0
470234.878788,3095007.47475,100.0
470232.181818,3095015.45455,100.0
470229.484848,3095023.43434,100.0
470226.787879,3095031.41414,100.0
470224.090909,3095039.39394,100.0
470221.393939,3095047.37374,100.0
470218.69697,3095055.35354,100.0
470216.0,3095063.33333,100.0
470213.30303,3095071.31313,100.0
470210.606061,3095079.29293,100.0
470207.909091,3095087.27273,100.0
470205.212121,3095095.25253,100.0
470202.515152,3095103.23232,100.0
470199.818182,3095111.21212,100.0
470197.121212,3095119.19192,100.0
470194.424242,3095127.17172,100.0
470191.727273,3095135.15152,100.0
470189.030303,3095143.13131,100.0
470186.333333,3095151.11111,100.0
470183.636364,3095159.09091,100.0
470180.939394,3095167.07071,100.0
470178.242424,3095175.05051,100.0
470175.545455,3095183.0303,100.0
470172.848485,3095191.0101,100.0
470170.151515,3095198.9899,100.0
470167.454545,3095206.9697,100.0
470164.757576,3095214.94949,100.0
470162.060606,3095222.92929,100.0
470159.363636,3095230.90909,100.0
470156.666667,3095238.88889,100.0
470153.969697,3095246.86869,100.0
470151.272727,3095254.84848,100.0
470148.575758,3095262.82828,100.0
470145.878788,3095270.80808,100.0
470143.181818,3095278.78788,100.0
470140.484848,3095286.76768,100.0
470137.787879,3095294.74747,100.0
470135.090909,3095302.72727,100.0
470132.393939,3095310.70707,100.0
470129.69697,3095318.68687,100.0
470127.0,3095326.66667,100.0
470124.30303,3095334.64646,100.0
470121.606061,3095342.62626,100.0
470118.909091,3095350.60606,100.0
470116.212121,3095358.58586,100.0
470113.515152,3095366.56566,100.0
470110.818182,3095374.54545,100.0
470108.121212,3095382.52525,100.0
470105.424242,3095390.50505,100.0
470102.727273,3095398.48485,100.0
470100.030303,3095406.46465,100.0
470097.333333,3095414.44444,100.0
470094.636364,3095422.42424,100.0
470091.939394,3095430.40404,100.0
470089.242424,3095438.38384,100.0
470086.545455,3095446.36364,100.0
470083.848485,3095454.34343,100.0
470081.151515,3095462.32323,100.0
470078.454545,3095470.30303,100.0
470075.757576,3095478.28283,100.0
470073.060606,3095486.26263,100.0
470070.363636,3095494.24242,100.0
470067.666667,3095502.22222,100.0
470064.969697,3095510.20202,100.0
470062.272727,3095518.18182,100.0
470059.575758,3095526.16162,100.0
470056.878788,3095534.14141,100.0
470054.181818,3095542.12121,100.0
470051.484848,3095550.10101,100.0
470048.787879,3095558.08081,100.0
470046.090909,3095566.06061,100.0
470043.393939,3095574.0404,100.0
470040.69697,3095582.0202,100.0
470038.0,3095590.0,100.0
